pair_id,image_tweet_id,text_tweet_id,image_id,image,image_path,tweet_text,image_event,text_event,label_text,label_image,rubric_reason
synthetic:904925838839169028_0:912306806021591041,904925838839169028,912306806021591041,904925838839169028_0,data_image/hurricane_harvey/5_9_2017/904925838839169028_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/5_9_2017/904925838839169028_0.jpg,"My Hometown (Jayuya, PR) destroyed by Hurricane Maria https://t.co/FMKmexlM8u",hurricane_harvey,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:905631992183635968_0:905729992742625281,905631992183635968,905729992742625281,905631992183635968_0,data_image/hurricane_harvey/7_9_2017/905631992183635968_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/7_9_2017/905631992183635968_0.jpg,Hurricane Irma causes devastation in the Caribbean - https://t.co/GLChWUpjwo Irma causes devastation in ... https://t.co/hmlgUwqBTw,hurricane_harvey,hurricane_irma,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:905636901306163200_0:904779114506326016,905636901306163200,904779114506326016,905636901306163200_0,data_image/hurricane_irma/7_9_2017/905636901306163200_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/7_9_2017/905636901306163200_0.jpg,Much destruction and recovery in #Harvey Aftermath requires #HoustonStrong https://t.co/fv6DEhWFnN https://t.co/M0osnhjRfb,hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:905669512434917376_0:912049707085594624,905669512434917376,912049707085594624,905669512434917376_0,data_image/hurricane_irma/7_9_2017/905669512434917376_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/7_9_2017/905669512434917376_0.jpg,Hurricane Maria Left Puerto Rico Absolutely Devastated https://t.co/TwCgNFTbc5,hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=devastated;population=0
synthetic:905705134361120768_2:912301115257053184,905705134361120768,912301115257053184,905705134361120768_2,data_image/hurricane_irma/7_9_2017/905705134361120768_2.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/7_9_2017/905705134361120768_2.jpg,Our team continues the assessment of buildings at risk after the #MexicoEarthquake https://t.co/BYORJdJjXT,hurricane_irma,mexico_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:905705134361120768_3:921560430803382272,905705134361120768,921560430803382272,905705134361120768_3,data_image/hurricane_irma/7_9_2017/905705134361120768_3.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/7_9_2017/905705134361120768_3.jpg,"â€˜Shrinking, shrinking, shrinkingâ€™: Puerto Rico faces a demographicÂ disaster https://t.co/2lDVxoymCV https://t.co/ClqsekF4XX",hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:905715102258569216_0:930665371153174528,905715102258569216,930665371153174528,905715102258569216_0,data_image/hurricane_irma/7_9_2017/905715102258569216_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/7_9_2017/905715102258569216_0.jpg,"In Iraq, crashing boulders, collapsed homes along with a town on edge after effective… https://t.co/mJMYtjeGfO https://t.co/VXsTqZM3bv",hurricane_irma,iraq_iran_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,"severe_terms=collapsed,collapse;population=0"
synthetic:905729992742625281_0:906919319849893889,905729992742625281,906919319849893889,905729992742625281_0,data_image/hurricane_irma/7_9_2017/905729992742625281_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/7_9_2017/905729992742625281_0.jpg,DEVASTATING | A possible tornado destroyed 6 mobile homes in Palm Bay #HurricaneIrma ( @news6wkmg ) https://t.co/47yOFbbgf6,hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:906635791778160640_2:915079996900827136,906635791778160640,915079996900827136,906635791778160640_2,data_image/hurricane_harvey/9_9_2017/906635791778160640_2.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/9_9_2017/906635791778160640_2.jpg,Arriba Mexico Is the Airbnb for Homes Destroyed by Earthquake https://t.co/I09ezvJ0YT https://t.co/IY6Ti4wAQr,hurricane_harvey,mexico_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:906744961072291840_3:919573866003001344,906744961072291840,919573866003001344,906744961072291840_3,data_image/hurricane_harvey/10_9_2017/906744961072291840_3.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/10_9_2017/906744961072291840_3.jpg,Northern California residents return home to find houses destroyed by wildfires https://t.co/Cl6XuIr67u https://t.co/nMcpIiq7Bo,hurricane_harvey,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:906851261881962497_0:910524778896691200,906851261881962497,910524778896691200,906851261881962497_0,data_image/hurricane_harvey/10_9_2017/906851261881962497_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/10_9_2017/906851261881962497_0.jpg,RT @realDailyWire: WATCH: Multiple Buildings Collapse During Earthquake In Mexico City https://t.co/f0okN3sYpG https://t.co/CtCptwerXN,hurricane_harvey,mexico_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=collapse;population=0
synthetic:906919319849893889_0:910141087926378496,906919319849893889,910141087926378496,906919319849893889_0,data_image/hurricane_harvey/10_9_2017/906919319849893889_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/10_9_2017/906919319849893889_0.jpg,A teacher at a school on the island of Anguilla clears a classroom after the destruction caused by Hurricane Irma.…… https://t.co/CiuwtpVjSm,hurricane_harvey,hurricane_irma,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:906927950938873856_0:904250508931735552,906927950938873856,904250508931735552,906927950938873856_0,data_image/hurricane_irma/10_9_2017/906927950938873856_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/10_9_2017/906927950938873856_0.jpg,"RT @Forbes: Harvey damage tops $20 billion with over 40,000 homes destroyed https://t.co/9qVzpP1t07 https://t.co/bXATJdgfhn",hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:906928042865504261_0:912989234922889216,906928042865504261,912989234922889216,906928042865504261_0,data_image/hurricane_irma/10_9_2017/906928042865504261_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/10_9_2017/906928042865504261_0.jpg,Collapsed School in Mexico Earthquake Is Checked for â€˜Hidden Defectsâ€™ https://t.co/goL1wrDMXN https://t.co/viKfCpLtf7,hurricane_irma,mexico_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,"severe_terms=collapsed,collapse;population=0"
synthetic:906983382290194433_0:910635961134014464,906983382290194433,910635961134014464,906983382290194433_0,data_image/hurricane_harvey/10_9_2017/906983382290194433_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/10_9_2017/906983382290194433_0.jpg,Mexico Quake: Moment Buildings Collapse Caught On Camera https://t.co/3mSJvXkNzE https://t.co/iATjy5ZJzx,hurricane_harvey,mexico_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=collapse;population=0
synthetic:906983382290194433_1:905636901306163200,906983382290194433,905636901306163200,906983382290194433_1,data_image/hurricane_harvey/10_9_2017/906983382290194433_1.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/10_9_2017/906983382290194433_1.jpg,Florida has been destroyed by Hurricane Irma... https://t.co/R7bEYDTYDR,hurricane_harvey,hurricane_irma,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:907200075687964672_1:909722974218895360,907200075687964672,909722974218895360,907200075687964672_1,data_image/hurricane_harvey/11_9_2017/907200075687964672_1.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/11_9_2017/907200075687964672_1.jpg,RT @focente: 90-100% of #Barbuda's structures &amp; infrastructure are destroyed #Irma ·Ω¢2 https://t.co/aHA2hTASTd,hurricane_harvey,hurricane_irma,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:907307308211982336_0:921095476455321600,907307308211982336,921095476455321600,907307308211982336_0,data_image/hurricane_harvey/11_9_2017/907307308211982336_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/11_9_2017/907307308211982336_0.jpg,Obama-nation destroyed 164 Million trees in Californiaâ€™s forests. Fire tinderbox https://t.co/sj5R0C7CX4 https://t.co/Upd9UQGuYi,hurricane_harvey,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:907315724275695616_0:915992255583854592,907315724275695616,915992255583854592,907315724275695616_0,data_image/hurricane_harvey/11_9_2017/907315724275695616_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/11_9_2017/907315724275695616_0.jpg,Mexico City prosecutors open criminal probes into buildings damaged in the deadly earthquake https://t.co/Nnym5nAbSQ https://t.co/HgobOERlP5,hurricane_harvey,mexico_earthquake,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=dead;population=0
synthetic:907398192567930882_0:917810972479381504,907398192567930882,917810972479381504,907398192567930882_0,data_image/hurricane_harvey/12_9_2017/907398192567930882_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/12_9_2017/907398192567930882_0.jpg,Deadly wildfires threaten thousands of acres of pot farms in California https://t.co/0L8vo60wL0 https://t.co/gODTxZcE4t,hurricane_harvey,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=dead;population=0
synthetic:907909804869419008_1:909963325944901633,907909804869419008,909963325944901633,907909804869419008_1,data_image/hurricane_harvey/13_9_2017/907909804869419008_1.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/13_9_2017/907909804869419008_1.jpg,Seawalls across SWFL crumbling in wake of Irma https://t.co/UpjKHgOAPL https://t.co/aLOfE4y7JB,hurricane_harvey,hurricane_irma,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:908390896084897793_0:921560430803382272,908390896084897793,921560430803382272,908390896084897793_0,data_image/hurricane_harvey/14_9_2017/908390896084897793_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/14_9_2017/908390896084897793_0.jpg,"â€˜Shrinking, shrinking, shrinkingâ€™: Puerto Rico faces a demographicÂ disaster https://t.co/2lDVxoymCV https://t.co/ClqsekF4XX",hurricane_harvey,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:909220520461180928_0:912286223930134530,909220520461180928,912286223930134530,909220520461180928_0,data_image/hurricane_harvey/17_9_2017/909220520461180928_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_harvey/17_9_2017/909220520461180928_0.jpg,Hurricane Maria: Dam threatens to burst in devastated Puerto Rico - CNN https://t.co/F9Uc8YW01D #ClashRoyaleHack https://t.co/EZxkxmtVUk,hurricane_harvey,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=devastated;population=0
synthetic:909384460285526016_0:907307308211982336,909384460285526016,907307308211982336,909384460285526016_0,data_image/hurricane_irma/17_9_2017/909384460285526016_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909384460285526016_0.jpg,#hurricane #irma #storm aftermath. Brand new all metal light post snapped in half from #tornado https://t.co/Ewg9NMS7G6,hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:909421699778715648_0:920022506211127296,909421699778715648,920022506211127296,909421699778715648_0,data_image/hurricane_irma/17_9_2017/909421699778715648_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909421699778715648_0.jpg,California suburb destroyed by fire last night - https://t.co/fwpKgAcBHn https://t.co/1WJxWXk27t,hurricane_irma,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:909432584333078528_0:919573866003001344,909432584333078528,919573866003001344,909432584333078528_0,data_image/hurricane_irma/17_9_2017/909432584333078528_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909432584333078528_0.jpg,Northern California residents return home to find houses destroyed by wildfires https://t.co/Cl6XuIr67u https://t.co/nMcpIiq7Bo,hurricane_irma,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:909470884532047874_0:917810972479381504,909470884532047874,917810972479381504,909470884532047874_0,data_image/hurricane_irma/17_9_2017/909470884532047874_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909470884532047874_0.jpg,Deadly wildfires threaten thousands of acres of pot farms in California https://t.co/0L8vo60wL0 https://t.co/gODTxZcE4t,hurricane_irma,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=dead;population=0
synthetic:909480824826888192_0:910566731273433091,909480824826888192,910566731273433091,909480824826888192_0,data_image/hurricane_irma/17_9_2017/909480824826888192_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909480824826888192_0.jpg,Hurricane Maria’s winds rip side off building in San Juan https://t.co/TVAQi8EXo9 https://t.co/nygT354viZ,hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:909486151760777216_0:912049707085594624,909486151760777216,912049707085594624,909486151760777216_0,data_image/hurricane_irma/17_9_2017/909486151760777216_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909486151760777216_0.jpg,Hurricane Maria Left Puerto Rico Absolutely Devastated https://t.co/TwCgNFTbc5,hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=devastated;population=0
synthetic:909492362581282816_2:912376057365504001,909492362581282816,912376057365504001,909492362581282816_2,data_image/hurricane_irma/17_9_2017/909492362581282816_2.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/17_9_2017/909492362581282816_2.jpg,@JoyAnnReid . Almost all food crops (agriculture) hence livelihoods have been devastated by hurricane 'Maria'. . https://t.co/qIafKfMh0Z,hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=devastated;population=0
synthetic:909701027879882752_0:911513668164177920,909701027879882752,911513668164177920,909701027879882752_0,data_image/hurricane_irma/18_9_2017/909701027879882752_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909701027879882752_0.jpg,A storm has never destroyed a power grid like Maria ruined Puerto Rico's https://t.co/81xzaXQI7V https://t.co/ycMeJY5OCG,hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:909715026872762368_0:921035789684871168,909715026872762368,921035789684871168,909715026872762368_0,data_image/hurricane_irma/18_9_2017/909715026872762368_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909715026872762368_0.jpg,#Peanuts' Comic Strip #Creator's #Home Destroyed in California #Wildfires' cbnnews https://t.co/934XymN4tL https://t.co/TWkvUEqiS2,hurricane_irma,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:909715026872762368_1:904285919217426432,909715026872762368,904285919217426432,909715026872762368_1,data_image/hurricane_irma/18_9_2017/909715026872762368_1.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909715026872762368_1.jpg,"RT @CNN: Fire destroyed a family's home during #Harvey, but this Virgin Mary statue survived https://t.co/n2n9aHCoh0 https://t.co/oGIyo461Zj",hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
synthetic:909715026872762368_3:912049707085594624,909715026872762368,912049707085594624,909715026872762368_3,data_image/hurricane_irma/18_9_2017/909715026872762368_3.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909715026872762368_3.jpg,Hurricane Maria Left Puerto Rico Absolutely Devastated https://t.co/TwCgNFTbc5,hurricane_irma,hurricane_maria,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=devastated;population=0
synthetic:909722974218895360_0:906744961072291840,909722974218895360,906744961072291840,909722974218895360_0,data_image/hurricane_irma/18_9_2017/909722974218895360_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909722974218895360_0.jpg,"Houston citizens have thrown out 8 million+ cubic yards of drywall, furniture, appliances and clothing after Harvey https://t.co/EIrtS8SoNc",hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:909768090392645633_0:901714497332809728,909768090392645633,901714497332809728,909768090392645633_0,data_image/hurricane_irma/18_9_2017/909768090392645633_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909768090392645633_0.jpg,Hurricane Harvey Threatens Largest Flood Insurer https://t.co/9ZVWdqtWtR https://t.co/S8GqyBWA37,hurricane_irma,hurricane_harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,no_damage_or_affected_population_signal
synthetic:909780742787432452_0:919573866003001344,909780742787432452,919573866003001344,909780742787432452_0,data_image/hurricane_irma/18_9_2017/909780742787432452_0.jpg,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/crisismmd/CrisisMMD_v2.0/data_image/hurricane_irma/18_9_2017/909780742787432452_0.jpg,Northern California residents return home to find houses destroyed by wildfires https://t.co/Cl6XuIr67u https://t.co/nMcpIiq7Bo,hurricane_irma,california_wildfires,infrastructure_and_utility_damage,infrastructure_and_utility_damage,severe_terms=destroyed;population=0
