sample_id,image_path,source_label,severity,split
282c01f1c4e90912,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0027.jpg,collapsed_building,severe,train
43899d433bd9f680,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0028.jpg,collapsed_building,severe,train
4370639ad93559d5,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0029.jpg,collapsed_building,severe,train
1670c3819e3b3eac,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0030.jpg,collapsed_building,severe,train
27a14ff71c0731a3,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0031.jpg,collapsed_building,severe,train
aa5bcad2825284a1,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0032.jpg,collapsed_building,severe,train
74aa66809395fbc2,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0033.jpg,collapsed_building,severe,train
20c70112dd9ec4f3,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0034.jpg,collapsed_building,severe,train
793d958398d124be,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0035.jpg,collapsed_building,severe,train
cd461da4229b9cf7,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0036.jpg,collapsed_building,severe,val
b30993302607e8d3,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0037.jpg,collapsed_building,severe,val
037f0b9b553258c9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0038.jpg,collapsed_building,severe,train
100607e9a424f891,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0039.jpg,collapsed_building,severe,train
c4ba69ab2076d0d5,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0040.jpg,collapsed_building,severe,train
ebb1bb68ef7adcbe,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0041.jpg,collapsed_building,severe,val
5fdd0dbe6bea4e0b,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0042.jpg,collapsed_building,severe,train
08e99714d10da575,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0043.jpg,collapsed_building,severe,train
71c63eb99b3b189f,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0044.jpg,collapsed_building,severe,train
c229dab0518f0be0,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0045.jpg,collapsed_building,severe,test
6477f44da1f0edb8,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0046.jpg,collapsed_building,severe,train
c018866c0483ff3e,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0047.jpg,collapsed_building,severe,train
5e45834e473ba318,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0048.jpg,collapsed_building,severe,test
8032730ba60e3674,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0049.jpg,collapsed_building,severe,train
246436ffd43e15c1,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0050.jpg,collapsed_building,severe,val
28c6c351a9e371dc,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0051.jpg,collapsed_building,severe,train
e894d9964f8b7349,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0052.jpg,collapsed_building,severe,val
28d8d0de63b4ef8e,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0053.jpg,collapsed_building,severe,test
c68e99609cb14408,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0054.jpg,collapsed_building,severe,train
5bbdcc99aaa029c7,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0055.jpg,collapsed_building,severe,train
d04a457fefd1357d,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0056.jpg,collapsed_building,severe,train
d13aca759451d967,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0057.jpg,collapsed_building,severe,train
69f17c8872a43f7a,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0058.jpg,collapsed_building,severe,test
0c0ee41418adca94,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0059.jpg,collapsed_building,severe,train
1623ca0494af0ea4,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0060.jpg,collapsed_building,severe,train
13ea62442392623a,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0061.jpg,collapsed_building,severe,train
adfc1cacaaa4a0bf,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0062.jpg,collapsed_building,severe,train
e7ace00de5498b5c,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0063.jpg,collapsed_building,severe,train
b31fe9e26ae25db1,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0064.jpg,collapsed_building,severe,val
adc9a8d92a96049a,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0065.jpg,collapsed_building,severe,train
a4fd71b3f3d847f3,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0066.jpg,collapsed_building,severe,train
65d32e5f6d58b623,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0067.jpg,collapsed_building,severe,train
68a261a3e78444be,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0068.jpg,collapsed_building,severe,train
8aa18c170e34a77e,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0069.jpg,collapsed_building,severe,train
7a6e1d6a8f8cc443,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0070.jpg,collapsed_building,severe,train
36fd0c59410a6ad9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0071.jpg,collapsed_building,severe,train
de54b22c0ffb36e3,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0072.jpg,collapsed_building,severe,test
c9922db57ae73a26,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0073.jpg,collapsed_building,severe,train
f75a421afc839173,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0074.jpg,collapsed_building,severe,train
92c11e08422e2a51,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0075.jpg,collapsed_building,severe,train
3cc4bc942b66a0cd,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0076.jpg,collapsed_building,severe,train
b92677bce4428ba5,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0077.jpg,collapsed_building,severe,train
7aa4c0e6f2d76f2f,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0078.jpg,collapsed_building,severe,train
e164646c160091a3,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0079.jpg,collapsed_building,severe,train
f16ed14004f2afd4,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0080.jpg,collapsed_building,severe,test
2da3f7fe9bfaa3ee,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0081.jpg,collapsed_building,severe,train
f5361bf2c8dbb97b,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0082.jpg,collapsed_building,severe,test
426579d2cee0cc82,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0083.jpg,collapsed_building,severe,train
dab29c072700ecf9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0084.jpg,collapsed_building,severe,val
cebe668299e3d7b0,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0085.jpg,collapsed_building,severe,train
61e2efa0197af428,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0086.jpg,collapsed_building,severe,train
de130def8a23116d,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0087.jpg,collapsed_building,severe,train
a51e5344418a80a9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0088.jpg,collapsed_building,severe,val
c2065ee3be004305,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0089.jpg,collapsed_building,severe,train
2ef6de48185aff66,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0090.jpg,collapsed_building,severe,train
66ac999d3ae82bec,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0091.jpg,collapsed_building,severe,train
61672652e30bbe97,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0092.jpg,collapsed_building,severe,train
1f0c76d1b710d5be,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0093.jpg,collapsed_building,severe,train
ea4aa190371b0659,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0094.jpg,collapsed_building,severe,train
b9949f04f256c109,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0095.jpg,collapsed_building,severe,train
1f5f50caf44b7d96,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0096.jpg,collapsed_building,severe,train
400ae73aed943e32,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0097.jpg,collapsed_building,severe,train
71c9b2b12218f64f,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0098.jpg,collapsed_building,severe,train
9d53c468498db18e,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0099.jpg,collapsed_building,severe,val
35132b38f6bfb134,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0100.jpg,collapsed_building,severe,train
902a984b0a6d48aa,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0101.jpg,collapsed_building,severe,train
a4df81f4f7705980,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0102.jpg,collapsed_building,severe,test
5cae715bbb697437,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0103.jpg,collapsed_building,severe,train
bed04c8442901c53,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0104.jpg,collapsed_building,severe,train
1036fa540f346fae,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0105.jpg,collapsed_building,severe,train
56c409b2554ce5c8,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0106.jpg,collapsed_building,severe,train
360eeb385cebb28b,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0107.jpg,collapsed_building,severe,train
3f8d4d74202aff18,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0108.jpg,collapsed_building,severe,val
ded5b6da4bc49a25,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0109.jpg,collapsed_building,severe,train
06fe2166923ae347,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0110.jpg,collapsed_building,severe,train
bb538bf0187a9c93,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0111.jpg,collapsed_building,severe,test
5008e6249c8dfc22,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0112.jpg,collapsed_building,severe,test
c7d0848206366bcb,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0113.jpg,collapsed_building,severe,test
4c39d358ac369238,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0114.jpg,collapsed_building,severe,train
fadd3970567d4f9c,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0115.jpg,collapsed_building,severe,test
f9a45c0e20fb8f5b,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0116.jpg,collapsed_building,severe,train
af004d8f48dd7d93,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0117.jpg,collapsed_building,severe,val
a549c646cc19c09f,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0118.jpg,collapsed_building,severe,train
bee64e7b56ba0e15,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0119.jpg,collapsed_building,severe,train
90b5c993245676ee,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0120.jpg,collapsed_building,severe,test
cf4d667d03b3a89d,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0121.jpg,collapsed_building,severe,train
f5f46822a0d056fd,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0122.jpg,collapsed_building,severe,train
b7debdb13a1b3699,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0123.jpg,collapsed_building,severe,train
6305d5137bd015c9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0124.jpg,collapsed_building,severe,train
dc2a8509ca361d16,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0125.jpg,collapsed_building,severe,train
53a0a2a07eda1bd4,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0126.jpg,collapsed_building,severe,test
55c83fb14031538e,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0127.jpg,collapsed_building,severe,train
cb892b7b47ca082c,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0128.jpg,collapsed_building,severe,train
79e39b0b1d68da9f,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0129.jpg,collapsed_building,severe,train
3212d9ac998b6605,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0130.jpg,collapsed_building,severe,train
a3c1321f53550f11,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0131.jpg,collapsed_building,severe,train
4d98e589d9beb8f9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0132.jpg,collapsed_building,severe,train
1d9f6b9877bee779,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0133.jpg,collapsed_building,severe,train
65dfea028dc42b66,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0134.jpg,collapsed_building,severe,train
75bdec3336c46ba9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0135.jpg,collapsed_building,severe,train
486ae377b7e7b7d6,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0136.jpg,collapsed_building,severe,val
a8667d55e46babf9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0137.jpg,collapsed_building,severe,val
ed01f0037295e0cd,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0138.jpg,collapsed_building,severe,train
8f2a6a1ebeb17bba,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0139.jpg,collapsed_building,severe,train
090d26f279778d83,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0140.jpg,collapsed_building,severe,train
1813039daa615ae6,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0141.jpg,collapsed_building,severe,test
471e716554191e9b,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0142.jpg,collapsed_building,severe,train
0c23450bcacd2405,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0143.jpg,collapsed_building,severe,test
a6d6a156867ae9a9,/Users/pratyusha/Documents/CS - learning/python_learn/ml/final-project/pratyusha/data/raw/aider/AIDER/collapsed_building/collapsed_building_image0144.jpg,collapsed_building,severe,train
